coc_id,year,cells_observed,cells_yes,crim_activity_index,engaged_policymakers_crim,engaged_law_enforce_crim,implemented_anticrim_practice,1a_1a,1a_1b,1a_2,1a_3,1a_4,1b_1_1_meetings,1b_1_1_voted,1b_1_1_ces,1b_1_2_meetings,1b_1_2_voted,1b_1_2_ces,1b_1_3_meetings,1b_1_3_voted,1b_1_3_ces,1b_1_4_meetings,1b_1_4_voted,1b_1_4_ces,1b_1_5_meetings,1b_1_5_voted,1b_1_5_ces,1b_1_6_meetings,1b_1_6_voted,1b_1_6_ces,1b_1_7_meetings,1b_1_7_voted,1b_1_7_ces,1b_1_8_meetings,1b_1_8_voted,1b_1_8_ces,1b_1_9_meetings,1b_1_9_voted,1b_1_9_ces,1b_1_10_meetings,1b_1_10_voted,1b_1_10_ces,1b_1_11_meetings,1b_1_11_voted,1b_1_11_ces,1b_1_12_meetings,1b_1_12_voted,1b_1_12_ces,1b_1_13_meetings,1b_1_13_voted,1b_1_13_ces,1b_1_14_meetings,1b_1_14_voted,1b_1_14_ces,1b_1_15_meetings,1b_1_15_voted,1b_1_15_ces,1b_1_16_meetings,1b_1_16_voted,1b_1_16_ces,1b_1_17_meetings,1b_1_17_voted,1b_1_17_ces,1b_1_18_meetings,1b_1_18_voted,1b_1_18_ces,1b_1_19_meetings,1b_1_19_voted,1b_1_19_ces,1b_1_20_meetings,1b_1_20_voted,1b_1_20_ces,1b_1_21_meetings,1b_1_21_voted,1b_1_21_ces,1b_1_22_meetings,1b_1_22_voted,1b_1_22_ces,1b_1_23_meetings,1b_1_23_voted,1b_1_23_ces,1b_1_24_meetings,1b_1_24_voted,1b_1_24_ces,1b_1_25_meetings,1b_1_25_voted,1b_1_25_ces,1b_1_26_meetings,1b_1_26_voted,1b_1_26_ces,1b_1_27_meetings,1b_1_27_voted,1b_1_27_ces,1b_1_28_meetings,1b_1_28_voted,1b_1_28_ces,1b_1_29_meetings,1b_1_29_voted,1b_1_29_ces,1b_1_30_meetings,1b_1_30_voted,1b_1_30_ces,1b_1_31_meetings,1b_1_31_voted,1b_1_31_ces,1b_1_32_meetings,1b_1_32_voted,1b_1_32_ces,1b_1_33_meetings,1b_1_33_voted,1b_1_33_ces,1c_1_1,1c_1_2,1c_1_3,1c_1_4,1c_1_5,1c_1_6,1c_1_7,1c_1_8,1c_1_9,1c_1_10,1c_1_11,1c_1_12,1c_1_13,1c_1_14,1c_1_15,1c_1_16,1c_1_17,1c_3_1,1c_3_2,1c_3_3,1c_3_4,1c_3_5,1c_4_1,1c_4_2,1c_4_3,1c_4_4,1c_4c_1_mou,1c_4c_1_oth,1c_4c_2_mou,1c_4c_2_oth,1c_4c_3_mou,1c_4c_3_oth,1c_4c_4_mou,1c_4c_4_oth,1c_4c_5_mou,1c_4c_5_oth,1c_4c_6_mou,1c_4c_6_oth,1c_4c_7_mou,1c_4c_7_oth,1c_4c_8_mou,1c_4c_8_oth,1c_4c_9_mou,1c_4c_9_oth,1c_7_pha_name_1,1c_7_ph_hhm_1,1c_7_ph_limit_hhm_1,1c_7_psh_1,1c_7_pha_name_2,1c_7_ph_hhm_2,1c_7_ph_limit_hhm_2,1c_7_psh_2,1c_7b_1,1c_7b_2,1c_7b_3,1c_7b_4,1c_7c_1,1c_7c_2,1c_7c_3,1c_7c_4,1c_7c_5,1c_7c_6,1c_7c_7,1c_7d_1,1c_7e,1d_1_1,1d_1_2,1d_1_3,1d_1_4,1d_2_1,1d_2_2,1d_2_3,1d_4_1_policymakers,1d_4_1_prevent_crim,1d_4_2_policymakers,1d_4_2_prevent_crim,1d_4_3_policymakers,1d_4_3_prevent_crim,1d_5_hmis,1d_5_2023,1d_5_2024,1d_6_1,1d_6_2,1d_6_3,1d_6_4,1d_6_5,1d_9_2,1d_10a_1_years,1d_10a_1_unsheltered,1d_10a_2_years,1d_10a_2_unsheltered,1d_10a_3_years,1d_10a_3_unsheltered,1e_1_1,1e_2_1,1e_2_2,1e_2_3,1e_2_4,1e_2_5,1e_2a_1,1e_2a_2,1e_2a_3,1e_4a,1e_5_1,1e_5_2,1e_5a,1e_5b,1e_5c,1e_5d,2a_1,2a_2,2a_3,2a_5_1_non_vsp,2a_5_1_vsp,2a_5_1_hmis,2a_5_1_coverage,2a_5_3_non_vsp,2a_5_3_vsp,2a_5_3_hmis,2a_5_3_coverage,2a_5_4_non_vsp,2a_5_4_vsp,2a_5_4_hmis,2a_5_4_coverage,2a_5_5_non_vsp,2a_5_5_vsp,2a_5_5_hmis,2a_5_5_coverage,2a_5_6_non_vsp,2a_5_6_vsp,2a_5_6_hmis,2a_5_6_coverage,2a_6,2b_1,2b_2,3a_1,3a_2,3c_1,4a_1
NM-500,2023,6,6,1.0,1,1,1,NM-500,Albuquerque CoC,City of Albuquerque,CA,New Mexico Coalition to End Homelessness,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Albuquerque Housing Authority,42%,Yes,Yes,Bernalillo County,16%,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,16.0,16.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,HIC,681,696,Yes,Yes,Yes,Yes,Yes,09/26/2023,11,11,8,8,3,3,07/12/2023,Yes,Yes,Yes,Yes,Yes,105,14,PH-PSH,No,No,Yes,09/13/2023,Yes,09/26/2023,09/26/2023,Foothold - AWARDS,Statewide,04/26/2023,1337,60,1277,1.0,432,45,366,0.9457,696,251,445,1.0,2567,0,1879,0.732,110,0,110,1.0,Yes,01/30/2023,04/26/2023,Yes,Yes,No,Yes
NM-500,2024,6,6,1.0,1,1,1,NM-500,Albuquerque CoC,City of Albuquerque,CA,NM Coalition to End Homelessness,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Albuquerque Housing Authority,42%,Yes,Yes,Bernalillo County,16%,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,No,Yes,Yes,Yes,17.0,17.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,HIC,696,702,Yes,Yes,Yes,Yes,Yes,02/24/2023,14,14,14,14,2,2,08/19/2024,Yes,Yes,Yes,Yes,Yes,110,17,PH-PSH,No,No,Yes,10/11/2024,Yes,,10/15/2024,Foothold - AWARDS,Statewide,05/08/2024,1449,55,1227,0.8158,169,235,84,0.2079,358,344,638,0.9088,2101,486,1838,0.7105,50,0,50,1.0,Yes,01/29/2024,05/08/2024,No,No,No,No
NV-500,2022,6,5,0.833,1,1,1,NV-500,Las Vegas/Clark County CoC,Clark County Social Service,CA,Clark County Social Service,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Nonexistent,No,No,Nonexistent,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Southern Nevada Regional Housing Authority,68%,Yes,No,,,,,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,24.0,24.0,1.0,Yes,No,Yes,Yes,Yes,Yes,,,,No,No,No,Yes,No,09/28/2022,6,4,8,5,0,0,08/11/2022,Yes,Yes,Yes,Yes,Yes,100,20,PH-RRH,Yes,Yes,Yes,09/15/2022,Yes,09/28/2022,09/28/2022,"Bitfocus, Inc.",Statewide,05/06/2022,1941,125,1816,1.0,764,0,764,1.0,1382,43,1339,1.0,2086,0,2086,1.0,26,0,26,1.0,Yes,02/23/2022,05/06/2022,Yes,Yes,No,Yes
NV-500,2023,6,6,1.0,1,1,1,NV-500,Las Vegas/Clark County CoC,Clark County Social Service,CA,Clark County Social Service,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Southern Nevada Regional Housing Authority,20%,Yes,No,,,,,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,23.0,23.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,09/14/2023,90,60,50,25,9,4,07/20/2023,Yes,Yes,Yes,Yes,Yes,100,20,Tie,Yes,Yes,Yes,08/30/2023,Yes,08/30/2023,09/14/2023,"Bitfocus, Inc.",Statewide,04/28/2023,2067,154,1913,1.0,642,0,642,1.0,1683,0,1683,1.0,2328,0,0,0.0,1265,0,1265,1.0,No,01/25/2023,04/28/2023,Yes,Yes,No,Yes
NV-500,2024,6,6,1.0,1,1,1,NV-500,Las Vegas/Clark County CoC,Clark County Social Service,CA,Clark County Social Service,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Southern Nevada Regional Housing Authority,45%,Yes,No,,,,,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,,Yes,Yes,Yes,Yes,29.0,29.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,05/31/2021,20,5,10,2,2,1,08/07/2024,Yes,Yes,Yes,Yes,Yes,100,20,PH-RRH,Yes,No,Yes,10/02/2024,Yes,10/21/2024,10/24/2024,"Bitfocus, Inc.",Statewide,05/09/2024,3482,238,3482,1.0,703,0,703,1.0,1872,50,1872,1.0,2142,0,2142,1.0,628,0,628,1.0,Yes,01/25/2024,04/09/2024,Yes,Yes,No,Yes
NV-501,2024,6,0,0.0,0,0,0,NV-501,"Reno, Sparks/Washoe County CoC",Washoe County,CA,Clark County,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Reno Housing Authority,32%,Yes,Yes,,,,,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,,Yes,Yes,Yes,Yes,6.0,6.0,1.0,No,No,No,No,No,No,HIC,193,93,No,Yes,Yes,No,Yes,08/15/2023,1,1,4,2,4,4,08/23/2024,Yes,Yes,Yes,Yes,Yes,180,9,PH-PSH,No,No,Yes,08/15/2024,Yes,08/28/2024,10/22/2024,"Bitfocus, Inc.",Statewide,05/09/2024,1083,33,1116,1.0,342,58,328,0.82,83,10,93,1.0,461,0,461,1.0,189,0,189,1.0,Yes,01/24/2024,05/09/2024,No,Yes,No,No
NY-501,2024,6,6,1.0,1,1,1,NY-501,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC","CARES of NY, Inc.",CA,Catholic Charities Chemung/Schuyler,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Elmira Housing Authority,17%,Yes,No,NYS Housing Trust Fund Corporation,34%,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,13.0,13.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,HIC,196,306,Yes,Yes,Yes,Yes,Yes,06/13/2024,0,1,0,1,0,1,08/19/2024,Yes,Yes,Yes,Yes,Yes,244,12,PH-PSH,No,No,No,09/27/2024,Yes,10/21/2024,10/21/2024,Foothold Technology,Single CoC,05/01/2024,581,26,586,0.9654,25,16,41,1.0,219,87,306,1.0,306,9,191,0.6063,0,0,0,0.0,Yes,01/31/2024,05/10/2024,Yes,Yes,No,Yes
NY-503,2022,6,3,0.5,1,1,0,NY-503,Albany City & County CoC,"CARES of NY, Inc.",UFA,"CARES of NY, Inc.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Nonexistent,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,Albany Housing Authority,22%,Yes,Yes,Town of Colonie,0%,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,30.0,29.0,0.97,Yes,No,Yes,No,Yes,No,HMIS,278,283,Yes,Yes,Yes,Yes,Yes,09/29/2022,1,1,1,1,1,1,08/15/2022,Yes,Yes,Yes,Yes,Yes,166,27,PH-PSH,No,Yes,Yes,09/09/2022,Yes,09/23/2022,09/23/2022,Foothold,Multiple CoCs,04/26/2022,328,30,174,0.5839,166,0,71,0.4277,283,73,210,1.0,813,0,813,1.0,7,0,0,0.0,Yes,02/24/2022,04/26/2022,Yes,Yes,No,Yes
NY-503,2023,6,3,0.5,1,1,0,NY-503,Albany City & County CoC,"CARES of NY, Inc.",UFA,"CARES of NY, Inc.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Albany Housing Authority,25%,Yes,Yes,Town of Colonie,0%,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,28.0,27.0,0.96,Yes,No,Yes,No,Yes,No,HMIS,330,394,Yes,Yes,Yes,Yes,Yes,09/26/2023,0,2,0,3,0,1,07/24/2023,Yes,Yes,Yes,Yes,Yes,183,28,PH-PSH,No,,,08/25/2023,Yes,09/21/2023,09/26/2023,Foothold Technology,Multiple CoCs,04/26/2023,314,0,167,0.5318,157,0,41,0.2611,283,0,185,0.6537,822,0,812,0.9878,25,0,0,0.0,Yes,01/26/2023,04/26/2023,Yes,Yes,No,No
NY-503,2024,6,6,1.0,1,1,1,NY-503,Albany City & County CoC,"CARES of NY, Inc.",UFA,"CARES of NY, Inc.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Albany Housing Authority,25%,Yes,Yes,Town of Colonie,5%,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,,Yes,Yes,Yes,Yes,28.0,28.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,HIC,283,218,Yes,Yes,Yes,Yes,Yes,06/13/2024,1,0,1,1,1,0,08/19/2024,Yes,Yes,Yes,Yes,Yes,222,28,PH-PSH,No,,,09/25/2024,Yes,10/21/2024,10/25/2024,Foothold Technology,Multiple CoCs,05/09/2024,515,0,398,0.7728,155,0,41,0.2645,218,0,218,1.0,838,0,828,0.9881,0,0,0,0.0,Yes,01/25/2024,05/10/2024,Yes,Yes,No,No
NY-505,2024,6,5,0.833,1,1,1,NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",United Way of Central New York,CA,United Way of Central New York,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Syracuse Housing Authority,62%,Yes,Yes,NYS Housing Trust Fund Corporation,100%,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,29.0,29.0,1.0,Yes,Yes,Yes,Yes,Yes,No,,,,Yes,Yes,Yes,Yes,Yes,04/01/2022,11,2,11,2,11,2,08/14/2024,Yes,Yes,Yes,Yes,Yes,100,24,PH-PSH,No,,,09/26/2024,Yes,10/23/2024,10/23/2024,Wellsky,Multiple CoCs,05/10/2024,1098,24,1074,1.0,167,0,0,1.0,497,17,480,1.0,921,0,921,1.0,881,12,869,0.0,Yes,01/24/2024,05/10/2024,Yes,No,No,Yes
NY-507,2022,6,3,0.5,1,1,0,NY-507,Schenectady City & County CoC,"CARES of NY, Inc.",CA,"CARES of NY, Inc.",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Nonexistent,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Schenectady Municipal Housing Authority,0%,Yes,No,Town of Rotterdam,0%,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,21.0,21.0,1.0,Yes,No,Yes,No,Yes,No,HMIS,27,107,Yes,Yes,Yes,Yes,Yes,09/29/2022,0,0,0,0,0,0,08/15/2022,Yes,Yes,Yes,Yes,Yes,206,19,PH-PSH,No,No,No,09/12/2022,Yes,09/23/2022,09/23/2022,Foothold,Multiple CoCs,04/26/2022,163,20,143,1.0,51,0,51,1.0,107,31,76,1.0,451,0,451,1.0,,,,,Yes,01/27/2022,04/26/2022,Yes,Yes,No,Yes
